PHONE_ID,PHONE_TOESTELMERK,PHONE_MODEL,PHONE_TITLE,PHONE_TITLE_DETAILS,PHONE_TILDSDUUR,PHONE_GARANTIE,PHONE_PRICE,CURRENT_LINK
1494,Huawei,Mate 9,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1495,Huawei,Mate 9,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1496,Huawei,Mate 9,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1497,Huawei,Mate 9,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1498,Huawei,Mate 9,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1499,Huawei,Mate 9,"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-9
1500,Huawei,Mate 8,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 189.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1501,Huawei,Mate 8,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1502,Huawei,Mate 8,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1503,Huawei,Mate 8,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1504,Huawei,Mate 8,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1505,Huawei,Mate 8,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1506,Huawei,Mate 8,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1507,Huawei,Mate 8,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1508,Huawei,Mate 8,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1509,Huawei,Mate 8,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1510,Huawei,Mate 8,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1511,Huawei,Mate 8,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1512,Huawei,Mate 8,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1513,Huawei,Mate 8,"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-8
1514,Huawei,Mate 7,"Touchscreen glas vervangen
","Wanneer uw Huawei Mate 7 een glasbreuk, niet werkend Touch screen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 149.00,https://www.doctorphone.nl/reparatie-huawei-mate-7
1515,Huawei,Mate 7,"Achter camera
",Werkt de camera aan de achterkant van uw Huawei Mate 7 niet meer of niet meer naar behoren? Dan dient deze vervangen te worden.,1 uur,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-mate-7
1516,Huawei,Mate 7,"Voor camera
","Werkt de camera van uw Huawei Mate 7 niet? Bij deze reparatie wordt de defecte smartphone camera-unit vervangen voor een nieuw, origineel exemplaar.",1 uur,Levenslang,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-7
1517,Huawei,Mate 7,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",3 werkdagen,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-mate-7
1518,Huawei,Mate 7,"Accu vervangen
","Laadt uw Huawei Mate 7 niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Wij vervangen snel uw oude accu voor een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-huawei-mate-7
1519,Huawei,Mate 7,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.

Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 Werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-mate-7
1520,Huawei,Mate 7,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Direct na reparatie onderzoek,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-mate-7
1521,Huawei,Honor 10,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 189.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1522,Huawei,Honor 10,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 79.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1523,Huawei,Honor 10,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 79.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1524,Huawei,Honor 10,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1525,Huawei,Honor 10,"Backcover vervangen
",,,,€ 69.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1526,Huawei,Honor 10,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1527,Huawei,Honor 10,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1528,Huawei,Honor 10,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1529,Huawei,Honor 10,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-10
1530,Huawei,Honor V10,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 149.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1531,Huawei,Honor V10,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1532,Huawei,Honor V10,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1533,Huawei,Honor V10,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1534,Huawei,Honor V10,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1535,Huawei,Honor V10,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1536,Huawei,Honor V10,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1537,Huawei,Honor V10,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1538,Huawei,Honor V10,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1539,Huawei,Honor V10,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1540,Huawei,Honor V10,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1541,Huawei,Honor V10,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1542,Huawei,Honor V10,"Hoofdtelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-v10
1543,Huawei,Honor 9 Lite,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 119.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
1544,Huawei,Honor 9 Lite,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 59.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
1545,Huawei,Honor 9 Lite,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
1546,Huawei,Honor 9 Lite,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
1547,Huawei,Honor 9 Lite,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
1548,Huawei,Honor 9 Lite,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
1549,Huawei,Honor 9 Lite,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
1550,Huawei,Honor 9 Lite,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-huawei-honor-9-lite
